COLLECTION,COLLECTOR,CONDDATE,CONDEXAM,CONDITION,COPYNO,COPYRIGHT,CREATOR,DATE,DESCRIP,EARLYDATE,EDITION,FILMSIZE,HOMELOC,IMAGEFILE,MAINTDATE,MEDIUM,NOTES,OBJECTID,OBJNAME,PRINTSIZE,PROCESS,PROVENANCE,RECDATE,RECFROM,STATUSDATE,STERMS,TITLE,UDF2,UDF4,UDF5,Date of Photo,UDF9,UPDATED,USED,MAPS URL,Notes,,MAPS URL,Notes,,,Notes,CAT Record URL
John P. Wymer photograph collection,,07/09/2003,"Brewer, Jack",Excellent,0,,"Wymer, John P.",5/8/1948,"John P. Wymer's description: House at northeast corner of Kalmia Road and 14th Streets NW. May 8, 1948.","1,948",,,212,040\WY 00211.JPG,07/09/2003,Photographic Emulsion,,WY 0021.01,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,House on northeast corner of Kalmia Road and 4th Street NW.,Kalmia Road,Shepherd Park,NW,5/8/1948,2771,09/11/2015,,,,,"https://www.google.com/maps/@38.9850488,-77.0334219,3a,75y,52.92h,83.04t/data=!3m6!1e1!3m4!1s1EHXxjJAQiJfExa3I2vasA!2e0!7i13312!8i6656!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=9E3E9A39-E136-4BEF-ADB8-294407027402;type=102
John P. Wymer photograph collection,,07/09/2003,"Brewer, Jack",Excellent,0,,"Wymer, John P.",5/8/1948,"John P. Wymer's description: Alexander R. Shepard (sic) Elementary School, 14th and Jonquil Streets NW. May 8, 1948.","1,948",,,212; also available in CD # 100.,040\WY 002201.JPG,07/09/2003,Photographic Emulsion,,WY 0022.01,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Alexander R. Shepard Elementary School,"Alexander R. Shepherd Elementary School, 14th and Jonquil Streets NW.",Fourteenth Street,Shepherd Park,NW,5/8/1948,2773,09/11/2015,,,,,"https://www.google.com/maps/@38.9848236,-77.0334176,3a,75y,287.95h,78.88t/data=!3m7!1e1!3m5!1sKGRWM0NJczx9NVEZa0tZdw!2e0!5s20090701T000000!7i13312!8i6656!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=2979507C-B405-47AB-8D56-321723314086;type=102
John P. Wymer photograph collection,,07/09/2003,"Brewer, Jack",Excellent,0,,"Wymer, John P.",5/8/1948,"John P. Wymer's description: House on northeast corner of 14th and Geranium Streets NW. May 8, 1948.","1,948",,,212,040\WY 00231.JPG,07/09/2003,Photographic Emulsion,,WY 0023.01,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,House on northeast corner of 14th and Geranium Streets NW.,Fourteenth Street,Shepherd Park,NW,5/8/1948,2776,09/11/2015,,,,,"https://www.google.com/maps/@38.9793901,-77.0331863,3a,75y,33.04h,85.92t/data=!3m6!1e1!3m4!1sc08GXBuwfN2foNZVvZSrUg!2e0!7i13312!8i6656!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=02CBBFD3-89D8-4814-9E52-247899342362;type=102
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",3/6/1948,"John P. Wymer's description: Rittenhouse Street east of 14th Street NW. March 6, 1948.","1,948",,,212,045\WY 008117.JPG,05/04/2005,Photographic Emulsion,,WY 0081.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,"Houses on Rittenhouse Street NW east of 14th Street. March 6, 1948.",Rittenhouse Street,,NW,3/6/1948,,09/11/2015,,,,,"https://www.google.com/maps/@38.9654355,-77.032856,3a,75y,43.14h,89.14t/data=!3m6!1e1!3m4!1sPUj-lURUseqEunaAKonZpA!2e0!7i13312!8i6656!6m1!1e1",,,,blurred image,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=6645707E-16A0-4471-B1B0-124183543201;type=102
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",3/6/1948,"John P. Wymer's description: Houses NW on 14th Street between Rittenhouse Street and Fort Stevens Drive. March 6, 1948.","1,948",,,212,045\WY 008217.JPG,05/04/2005,Photographic Emulsion,,WY 0082.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Houses on 14th Street NW between Rittenhouse Street and Fort Stevens Drive.,Fourteenth Street,,NW,3/6/1948,,09/11/2015,,,,,"https://www.google.com/maps/@38.9647494,-77.0334244,3a,75y,60.85h,86.14t/data=!3m6!1e1!3m4!1sQxSl_QJVDVXJM0YTyYdl0Q!2e0!7i13312!8i6656",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=07E975AA-E9B6-469F-98ED-633143197703;type=102
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",3/6/1948,"John P. Wymer's description: Somerset Place looking east from 16th Street NW. October 2, 1948.","1,948",,,212,045\WY 008317.JPG,05/04/2005,Photographic Emulsion,,WY 0083.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Apartment houses on Somerset Place looking east from 16th Street NW.,Somerset Drive,,NW,3/6/1948,,09/11/2015,,,,,"https://www.google.com/maps/@38.96686,-77.0364203,3a,75y,98.83h,88.22t/data=!3m6!1e1!3m4!1scO6UKA5KLRGOzOXdilU8uA!2e0!7i3328!8i1664!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=B3DA06BB-4A24-4CE2-9A5A-631986122730;type=102
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/16/1948,"John P. Wymer's description: Negro settlement, looking along Rock Creek Ford Road from Fort Stevens Drive NW. October 16, 1948.","1,948",,,212,040\WY 008417.JPG,05/04/2005,Photographic Emulsion,,WY 0084.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Houses on (unpaved) Rock Creek Ford Road. View from Fort Stevens Drive NW.,Rock Creek Ford Road,,NW,10/16/1948,,09/11/2015,,,,,"https://www.google.com/maps/@38.964618,-77.0357613,3a,75y,158.16h,86.81t/data=!3m6!1e1!3m4!1sSDYjXTC9X7AJP-xrSwU_bw!2e0!7i13312!8i6656!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=5CA9EF7D-2FFD-4D32-8DB0-093416051539;type=102
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",7/25/1948,"John P. Wymer's description: Negro church, 14th Street NW at Rock Creek Ford Road. July 25, 1948.","1,948",,,212,040\WY 008517.JPG,05/04/2005,Photographic Emulsion,,WY 0085.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Church on 14th Street and Rock Creek Ford Road NW.,Fourteenth Street,,NW,7/25/1948,,09/11/2015,,,,,"https://www.google.com/maps/@38.9631998,-77.0334227,3a,75y,331.18h,81.32t/data=!3m6!1e1!3m4!1shpQq4qwqvt0iwxXNcW_4DA!2e0!7i13312!8i6656!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=BF6829F6-095A-4F2B-8234-467927935353;type=102
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",7/25/1948,"John P. Wymer's description: Apartment house under construction at 14th Street NW and Fort Stevens Drive. July 25, 1948.","1,948",,,212,040\WY 008617.JPG,05/04/2005,Photographic Emulsion,,WY 0086.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Apartment house under construction at 14th Street and Fort Stevens Drive NW.,Fourteenth Street,,NW,7/25/1948,,09/11/2015,,,,,,,,,"building no longer there, unclear which corner",
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",7/25/1948,"John P. Wymer's description: Missouri Avenue east of 16th Street NW. October 16, 1948.","1,948",,,212,045\WY 008717.JPG,05/04/2005,Photographic Emulsion,,WY 0087.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Missouri Avenue east of 16th Street NW.,Missouri Avenue,,NW,7/25/1948,,09/11/2015,,,,,,,,,unknown location,
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",7/25/1948,"John P. Wymer's description: Military Road School, (Negro), Military Road between 13th and 14th Streets NW. This school with about 50 pupils serves the small Negro community in this area. July 25, 1948.","1,948",,,212,045\WY 008817.JPG,05/04/2005,Photographic Emulsion,,WY 0088.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Military Road School,Military Road School in the 300 block of Military Road NW.,Military Road,,NW,7/25/1948,,09/11/2015,,,,,,,,,unknown location,
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",7/25/1948,"John P. Wymer's description: House, Military Road between 13th and 14th Streets NW. July 25, 1948.","1,948",,,212,040\WY 008917.JPG,05/04/2005,Photographic Emulsion,,WY 0089.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,House in the 1300 block of Military Road NW.,Military Road,,NW,7/25/1948,,09/11/2015,,,,,,,,,unknown location,
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",7/25/1948,"John P. Wymer's description: Brightwood School (white elementary), 13th and Nicholson Streets NW. July 25, 1948.","1,948",,,212,045\WY 009017.JPG,05/04/2005,Photographic Emulsion,,WY 0090.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Brightwood School,Brightwood School on the corner of 13th and Nicholson Streets NW.,Thirteenth Street,,NW,7/25/1948,,09/11/2015,,,,,"https://www.google.com/maps/@38.9602147,-77.0296825,3a,75y,321.12h,80.83t/data=!3m6!1e1!3m4!1sWBk-BtKgsLJ5DCZj3MktGg!2e0!7i13312!8i6656!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=FB1985D8-CB14-44CD-B4F4-924014530736;type=102
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",12/5/1948,"John P. Wymer's description: Number 6 Police Station, Nicholson Street between 13th and 14th Streets NW. December 5, 1948.","1,948",,,212,040\WY 009117.TIF,05/04/2005,Photographic Emulsion,,WY 0091.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,District of Columbia Police Department--Precinct 6 Station,Number 6 Police Station in the 1300 block of Nicholson Street NW.,Nicholson Street,,NW,12/5/1948,,09/11/2015,,,,,,,,,unknown location,
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",7/25/1948,"John P. Wymer's description: Holy Nativity Church (Roman Catholic), 13th and Peabody Streets NW. July 25, 1948.","1,948",,,212,045\WY 009217.JPG,05/04/2005,Photographic Emulsion,,WY 0092.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Holy Nativity Church,"Holy Nativity Church at 13th and Peabody Streets NW. July 25, 1948.",Thirteenth Street,,NW,7/25/1948,,09/11/2015,,,,,"https://www.google.com/maps/place/13th+St+NW+%26+Peabody+St+NW,+Washington,+DC+20011/@38.9629172,-77.0296902,3a,75y,37.04h,86.27t/data=!3m7!1e1!3m5!1stvcpWRPEh2WeKiFDTpszVg!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3DtvcpWRPEh2WeKiFDTpszVg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D116.62517%26pitch%3D0!7i13312!8i6656!4m2!3m1!1s0x89b7c8613a9b5d1d:0x4b4a9e814e51615b!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=90F9FA7D-FC60-48A5-BD7A-985240284077;type=102
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",7/25/1948,"John P. Wymer's description: Looking south on 14th Street NW from Missouri Avenue. July 25, 1948.","1,948",,,212,045\WY 009317.JPG,05/04/2005,Photographic Emulsion,,WY 0093.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Holy Nativity Church,Apartment houses on 14th Street NE; view south from Missouri Avenue.,Fourteenth Street,,NW,7/25/1948,,09/11/2015,,,,,"https://www.google.com/maps/place/13th+St+NW+%26+Peabody+St+NW,+Washington,+DC+20011/@38.9619696,-77.0333055,3a,75y,203.19h,81.14t/data=!3m7!1e1!3m5!1se0alowSICOALF_W7yYvMOQ!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3De0alowSICOALF_W7yYvMOQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D228.50879%26pitch%3D0!7i13312!8i6656!4m2!3m1!1s0x89b7c8613a9b5d1d:0x4b4a9e814e51615b!6m1!1e1",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=A12E355C-C210-4F98-B34B-482125761120;type=102
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",3/6/1949,"John P. Wymer's description: 13th Street NW looking south from Longfellow Street. March 6, 1948.","1,949",,,212,045\WY 009417.JPG,05/04/2005,Photographic Emulsion,,WY 0094.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Row houses on the west side of the 5600 block of 13th Street NW.,Thirteenth Street,,NW,3/6/1949,,09/11/2015,,,,,"https://www.google.com/maps/@38.9583283,-77.0297013,3a,75y,221.74h,81.32t/data=!3m6!1e1!3m4!1spvKLL9pNJnXo8-O1V7BB3w!2e0!7i13312!8i6656",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=A48748B4-2B16-4235-B7A9-396810097162;type=102
John P. Wymer photograph collection,,05/04/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",3/6/1949,"John P. Wymer's description: Kennedy Street looking west from 14th Street NW. March 6, 1948.","1,949",,,212,045\WY 009517.JPG,05/04/2005,Photographic Emulsion,,WY 0095.17,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Houses on the south side of the1300 block of Kennedy Street NW.,Kennedy Street,,NW,3/6/1949,,09/11/2015,,,,,"https://www.google.com/maps/@38.9562114,-77.0308175,3a,75y,230.6h,91.04t/data=!3m6!1e1!3m4!1sgtwCn43yAMmnhnOhVGmORg!2e0!7i13312!8i6656",,,,,http://historydc.pastperfect-online.com/32595cgi/mweb.exe?request=record;id=9EB112BC-30BA-45E1-B082-834012847542;type=102
